,id,last_scraped,source,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,calendar_last_scraped,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
465,53229396,2025-03-18,city scrape,Tranquil Home 1BR 1BA Near NYC American Dream,38078874,Sammi (Xiao),2015-07-10,"Jersey City, NJ",within an hour,100%,86%,f,Bergen-Lafayette,2,"['email', 'phone']",t,t,Neighborhood highlights,40.71482,-74.0784,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""Free driveway parking on premises \u2013 1 space"", ""Private entrance"", ""Luggage dropoff allowed"", ""Coffee"", ""Self check-in"", ""Theme room"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Fire extinguisher"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""55 inch HDTV with Hulu, Apple TV, Netflix"", ""Exterior security cameras on property"", ""Shampoo""]",$134.00,1,1125,1.0,1125.0,,t,2025-03-18,68,184,24656.0,2021-12-05,2025-01-30,4.78,4.9,4.79,4.82,4.91,4.15,4.75,f,1.7
466,53248568,2025-03-18,city scrape,Large 3 bd 1 bath /close to NYC  free parking,98240103,Julio,2016-10-05,"Jersey City, NJ",within an hour,100%,99%,f,The Heights,21,"['email', 'phone']",t,t,,40.68822,-74.0975,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,4.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Luggage dropoff allowed"", ""Self check-in"", ""Hangers"", ""Room-darkening shades"", ""58 inch TV with Netflix, Roku"", ""Conditioner"", ""Dedicated workspace"", ""Ceiling fan"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Window AC unit"", ""Hot water kettle"", ""Laundromat nearby"", ""Iron"", ""Shower gel"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""Mosquito net"", ""Shampoo""]",$250.00,29,250,29.0,1125.0,,t,2025-03-18,11,0,0.0,2021-11-12,2023-01-01,4.18,3.91,4.09,4.45,4.27,3.64,4.09,f,0.27
467,53365516,2025-03-18,city scrape,New 3BR Condo w/Rooftop Terrace & NYC Views,87962429,Dev And Jackie,2016-08-04,"New Jersey, United States",within an hour,100%,72%,t,The Heights,5,"['email', 'phone']",t,t,Neighborhood highlights,40.75336,-74.04654,Entire condo,Entire home/apt,7,2.0,2 baths,3.0,3.0,"[""Clothing storage: walk-in closet and dresser"", ""Indoor fireplace: electric"", ""Cooking basics"", ""Dining table"", ""Outdoor dining area"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""Private patio or balcony"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix"", ""Board games"", ""Barbecue utensils"", ""Private entrance"", ""Coffee"", ""Self check-in"", ""Samsung refrigerator"", ""Mini fridge"", ""City skyline view"", ""Hangers"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Central heating"", ""Ethernet connection"", ""Dedicated workspace"", ""Coffee maker: espresso machine, Keurig coffee machine, Nespresso"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Molten Brown body soap"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Private BBQ grill: gas"", ""Shower gel"", ""Kitchen Aid stainless steel gas stove"", ""Safe"", ""Backyard"", ""Fire extinguisher"", ""Central air conditioning"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Molten Brown conditioner"", ""Molten Brown shampoo""]",$399.00,2,28,2.3,28.0,,t,2025-03-18,122,255,101745.0,2022-05-01,2025-02-28,4.97,4.98,4.98,4.99,4.99,4.71,4.86,f,3.48
468,53396821,2025-03-19,previous scrape,"Oasis on the Hill #2 Free Laundry, bus & train",164162478,Evans,2017-12-25,"Jersey City, NJ",within an hour,100%,96%,f,Greenville,6,"['email', 'phone']",t,t,Neighborhood highlights,40.70307,-74.08592,Entire rental unit,Entire home/apt,3,,1 bath,2.0,,"[""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Portable heater"", ""Hangers"", ""Room-darkening shades"", ""Ethernet connection"", ""Dedicated workspace"", ""Bed linens"", ""Portable fans"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Safe"", ""Radiant heating"", ""Fire extinguisher"", ""TV with Amazon Prime Video, Disney+, Fire TV, Netflix"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Shampoo""]",,28,90,28.0,1125.0,,t,2025-03-19,11,224,,2022-01-24,2025-02-28,4.73,4.64,4.73,4.91,4.73,4.0,4.64,t,0.29
469,53437274,2025-03-18,city scrape,"Builtin2021 Cozy+Comfy 3BR/2.5BA, Kitchen, WashDry",60920294,William,2016-02-29,"Jersey City, NJ",within an hour,100%,98%,f,Greenville,2,"['email', 'phone']",t,f,,40.69484,-74.09793,Entire condo,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""Dining table"", ""Cooking basics"", ""Kitchen"", ""Clothing storage: walk-in closet and closet"", ""Free street parking"", ""Samsung stainless steel stove"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Trash compactor"", ""Private entrance"", ""LG refrigerator"", ""Self check-in"", ""Lockbox"", ""Hangers"", ""Luxury body soap"", ""Room-darkening shades"", ""75 inch HDTV with Netflix, Amazon Prime Video"", ""High chair"", ""Central heating"", ""Ethernet connection"", ""Dedicated workspace"", ""Luxury shampoo"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Baking sheet"", ""Cleaning products"", ""Luxury conditioner"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Fire extinguisher"", ""Central air conditioning"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Dishes and silverware"", ""Essentials"", ""Bathtub""]",$229.00,2,29,2.0,29.0,,t,2025-03-18,100,248,56792.0,2021-11-22,2025-01-01,4.84,4.85,4.67,4.95,4.96,4.56,4.71,f,2.47
470,53483328,2025-03-18,city scrape,Stylish Apt with Balcony and Patio - 20 mins to NY,7801911,Kevin And Aneliya,2013-07-29,"New York, NY",within a few hours,100%,88%,t,The Village,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,40.72519,-74.04906,Entire condo,Entire home/apt,4,2.0,2 baths,1.0,2.0,"[""Indoor fireplace: electric"", ""Dining table"", ""Children\u2019s dinnerware"", ""Body soap"", ""Cooking basics"", ""Outdoor dining area"", ""Hair dryer"", ""Kitchen"", ""Private patio or balcony"", ""Baby bath"", ""Free street parking"", ""Clothing storage: walk-in closet"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Microwave"", ""Toaster"", ""Barbecue utensils"", ""Free washer \u2013 In unit"", ""Hammock"", ""Board games"", ""Private entrance"", ""Luggage dropoff allowed"", ""Garden view"", ""Coffee"", ""Self check-in"", ""Fast wifi \u2013 187 Mbps"", ""Sound system"", ""Lockbox"", ""Hangers"", ""Room-darkening shades"", ""Central heating"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Children\u2019s books and toys for ages 0-2 years old"", ""First aid kit"", ""Cleaning products"", ""Baking sheet"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Smoking allowed"", ""Iron"", ""Baby monitor"", ""Fire extinguisher"", ""Books and reading material"", ""Central air conditioning"", ""Bosch stainless steel gas stove"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Refrigerator"", ""Long term stays allowed"", ""Dishes and silverware"", ""BBQ grill"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker"", ""Mosquito net"", ""55 inch HDTV with Disney+, HBO Max, Netflix, Amazon Prime Video, standard cable, Apple TV, Hulu"", ""Shampoo""]",$209.00,3,365,3.0,365.0,,t,2025-03-18,71,193,40337.0,2022-03-24,2025-01-01,4.89,4.94,4.87,4.97,4.96,4.93,4.86,f,1.95
471,53519758,2025-03-18,city scrape,"B5 Private room by JSQ,10 mins ride to NYC",15625009,Anders,2014-05-17,,within an hour,100%,82%,f,Journal Square,52,"['email', 'phone']",t,t,,40.73196,-74.05455,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dryer"", ""Kitchen"", ""Hangers"", ""Heating"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning""]",$27.00,30,1125,30.0,1125.0,,t,2025-03-18,2,0,0.0,2022-01-03,2022-09-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.05
472,53680280,2025-03-19,previous scrape,Lux Brownstone-  4Bed  1.5 Bath Top BnB in NJ,319005137,Robert,2019-12-19,"Jersey City, NJ",within an hour,100%,100%,f,Downtown Jersey City,125,['phone'],t,t,Neighborhood highlights,40.72855,-74.04399,Entire townhouse,Entire home/apt,10,,1.5 baths,4.0,,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""50 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Mini fridge"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Crib - always at the listing"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Backyard"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Shampoo""]",,3,365,2.9,359.8,,t,2025-03-19,79,230,,2021-12-30,2024-11-28,4.54,4.62,4.57,4.8,4.8,4.9,4.42,f,2.02
473,53689394,2025-03-18,city scrape,Jersey City Suites- Steps from Transit to NYC,5541374,Hassan And Patricia,2013-03-20,"Jersey City, NJ",within an hour,100%,99%,t,Bergen-Lafayette,3,"['email', 'phone']",t,t,,40.71054,-74.08038,Private room in home,Private room,4,1.5,1.5 shared baths,2.0,3.0,"[""Dining table"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Shared backyard \u2013 Not fully fenced"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Stainless steel oven"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Exterior security cameras on property"", ""Private living room""]",$125.00,4,30,4.0,1125.0,,t,2025-03-18,19,55,6875.0,2022-01-30,2024-10-01,4.79,4.74,4.74,4.89,4.95,4.37,4.74,t,0.5
474,53707246,2025-03-18,city scrape,The Liberty - 2 min. walk  from Transit to NYC,5541374,Hassan And Patricia,2013-03-20,"Jersey City, NJ",within an hour,100%,99%,t,Bergen-Lafayette,3,"['email', 'phone']",t,t,,40.71081,-74.07974,Private room in home,Private room,3,1.5,1.5 shared baths,1.0,2.0,"[""Dining table"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Shared backyard \u2013 Not fully fenced"", ""Freezer"", ""Laundromat nearby"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Stainless steel oven"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Private living room""]",$56.00,3,40,3.0,1125.0,,t,2025-03-18,93,255,14280.0,2022-02-16,2025-02-16,4.77,4.77,4.76,4.92,4.88,4.13,4.68,t,2.48
475,53707410,2025-03-18,city scrape,The New Yorker: Steps from Public Transit to NYC,5541374,Hassan And Patricia,2013-03-20,"Jersey City, NJ",within an hour,100%,99%,t,Bergen-Lafayette,3,"['email', 'phone']",t,t,,40.71218,-74.08149,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Dining table"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Shared backyard \u2013 Not fully fenced"", ""Freezer"", ""Laundromat nearby"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Private living room""]",$47.00,3,28,3.0,1125.0,,t,2025-03-18,80,255,11985.0,2022-03-10,2025-03-15,4.86,4.88,4.81,4.95,4.98,4.31,4.84,t,2.17
476,53726915,2025-03-19,previous scrape,Private Studio - Cozy&Clean Queen Bed Close to NYC,327546875,Amy,2020-01-14,"New York, NY",within an hour,100%,98%,f,Greenville,3,"['email', 'phone']",t,t,,40.70166,-74.07743,Private room in home,Private room,3,,1 bath,1.0,,"[""Dining table"", ""Cooking basics"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Free washer \u2013 In building"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Toaster"", ""Private entrance"", ""Self check-in"", ""Portable heater"", ""Lockbox"", ""Hangers"", ""Central heating"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Bed linens"", ""Portable fans"", ""Hot water"", ""Wine glasses"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""HDTV with Chromecast, Netflix, Amazon Prime Video"", ""Iron"", ""Safe"", ""Stainless steel electric stove"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Essentials"", ""LG stainless steel single oven"", ""Private living room"", ""Drying rack for clothing"", ""Crib""]",,28,90,28.0,90.0,,t,2025-03-19,13,112,,2021-12-25,2025-01-31,4.38,4.23,4.69,4.69,4.46,4.31,4.46,f,0.33
477,53773709,2025-03-18,city scrape,Lovely 1 bedroom + 1 LV - 20mins from Times Square,10819436,Jérome,2013-12-26,"New York, NY",within a few hours,100%,91%,f,The Heights,1,"['email', 'phone']",t,t,,40.7502,-74.04342,Private room in home,Private room,3,1.0,1 private bath,1.0,2.0,"[""Hair dryer"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Self check-in"", ""Coffee"", ""Mini fridge"", ""City skyline view"", ""Hangers"", ""Room-darkening shades"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Window AC unit"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Laundromat nearby"", ""Keypad"", ""Iron"", ""Shower gel"", ""Radiant heating"", ""Lock on bedroom door"", ""Books and reading material"", ""Wifi \u2013 13 Mbps"", ""Extra pillows and blankets"", ""Refrigerator"", ""Essentials"", ""Shampoo""]",$131.00,28,365,28.0,365.0,,t,2025-03-18,29,255,33405.0,2022-03-09,2024-12-23,4.83,4.76,4.76,4.9,4.79,4.72,4.55,f,0.79
478,53798736,2025-03-18,city scrape,"NYC-Bound 3 BR Apt, Parking + Outdoor Urban Oasis",27487630,Robert,2015-02-09,"Jersey City, NJ",within an hour,100%,99%,t,The Heights,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,40.7448,-74.05854,Entire rental unit,Entire home/apt,8,1.5,1.5 baths,3.0,4.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Outdoor dining area"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Private patio or balcony"", ""Single level home"", ""Smart lock"", ""Free street parking"", ""Samsung stainless steel stove"", ""Bidet"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Park view"", ""Board games"", ""Toaster"", ""Private entrance"", ""Coffee"", ""Self check-in"", ""Cleaning available during stay"", ""Samsung refrigerator"", ""65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix"", ""Hangers"", ""Room-darkening shades"", ""Free parking on premises"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Portable fans"", ""Hot water"", ""Samsung stainless steel oven"", ""Wine glasses"", ""Smoke alarm"", ""Window AC unit"", ""First aid kit"", ""Cleaning products"", ""Hot water kettle"", ""Baking sheet"", ""Coffee maker: french press, Keurig coffee machine"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Luggage dropoff allowed"", ""Shower gel"", ""EV charger - level 2"", ""Bluetooth sound system"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Shampoo""]",$195.00,2,1125,1.7,1125.0,,t,2025-03-18,277,255,49725.0,2021-12-18,2025-03-14,4.93,4.91,4.89,4.98,5.0,4.73,4.85,t,7.0
479,53924839,2025-03-18,city scrape,Lovely 1 Bedroom Apartment/WIFI/walk to Path/NYC,6958867,Henry,2013-06-17,"New York, NY",within an hour,100%,98%,t,The Heights,45,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,40.72901,-74.06732,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Paid parking garage off premises"", ""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Private entrance"", ""Self check-in"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Window AC unit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Freezer"", ""Laundromat nearby"", ""Keypad"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Coffee maker: pour-over coffee"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Shampoo""]",$62.00,28,365,27.5,1125.0,,t,2025-03-18,10,168,10416.0,2022-03-02,2025-02-10,4.5,4.5,4.7,4.9,4.6,4.6,4.6,f,0.27
480,53972219,2025-03-18,city scrape,Gaby’s place,140526192,Geyby,2017-07-15,"Jersey City, NJ",within an hour,100%,100%,t,West Side,3,"['email', 'phone']",t,t,,40.71766,-74.08029,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Carbon monoxide alarm"", ""Wifi"", ""Toaster"", ""Dryer"", ""Portable heater"", ""Room-darkening shades"", ""Central heating"", ""Dove shampoo"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Window AC unit"", ""Hot water kettle"", ""TV with Roku"", ""Free washer"", ""Iron"", ""Clothing storage"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Bathtub"", ""Exterior security cameras on property"", ""Dove body soap""]",$37.00,28,31,28.0,1125.0,,t,2025-03-18,38,255,9435.0,2022-01-31,2024-09-21,4.66,4.68,4.39,4.63,4.82,4.13,4.76,f,1.0
481,54104214,2025-03-18,city scrape,Charming Brownstone Retreat Minutes from NYC,6487132,Vlad,2013-05-20,"Jersey City, NJ",within an hour,100%,98%,t,Downtown Jersey City,1,"['email', 'phone']",t,t,Neighborhood highlights,40.71892,-74.05012,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Dining table"", ""Nivea  conditioner"", ""Body soap"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""TV"", ""Sonos  sound system"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Luggage dropoff allowed"", ""Free washer \u2013 In unit"", ""Waterfront"", ""Private entrance"", ""Self check-in"", ""Garden view"", ""Coffee"", ""City skyline view"", ""Hangers"", ""Nivea  shampoo"", ""Paid parking lot off premises"", ""Central heating"", ""Bosch  refrigerator"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Shared backyard \u2013 Not fully fenced"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Shower gel"", ""Fire extinguisher"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Essentials"", ""Exterior security cameras on property"", ""Outdoor furniture""]",$201.00,1,365,1.0,365.0,,t,2025-03-18,136,255,51255.0,2022-01-07,2025-03-14,4.95,4.99,4.99,4.98,4.96,4.92,4.93,f,3.5
482,54142070,2025-03-19,previous scrape,Big 5-bdr Apt Unit w Free Parking on Premises!!,274604030,Mario,2019-07-08,"Jersey City, NJ",within a few hours,90%,65%,t,The Heights,24,"['email', 'phone']",t,t,Neighborhood highlights,40.74979,-74.04986,Entire rental unit,Entire home/apt,10,,2 baths,5.0,,"[""Dining table"", ""Cooking basics"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Private entrance"", ""Air conditioning"", ""Hangers"", ""High chair"", ""Central heating"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Free parking garage on premises \u2013 2 spaces"", ""Fire extinguisher"", ""Stainless steel oven"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""Crib"", ""Shampoo""]",,28,365,28.0,365.0,,t,2025-03-19,3,0,,2022-05-20,2023-05-31,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,0.09
483,54196234,2025-03-19,previous scrape,Loft apartment- Jersey City,120008450,Jason,2017-03-09,"Plainfield, NJ",,,,f,Bergen-Lafayette,1,"['email', 'phone']",t,t,,40.71577,-74.06397,Entire loft,Entire home/apt,2,,1 bath,1.0,,"[""Smoke alarm"", ""Cooking basics"", ""Kitchen"", ""City skyline view"", ""TV"", ""Refrigerator"", ""Noise decibel monitors on property"", ""Dishes and silverware"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Washer"", ""Essentials"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Wifi"", ""Hot water"", ""Exercise equipment"", ""Air conditioning""]",,28,365,28.0,365.0,,t,2025-03-19,2,0,,2022-02-26,2022-05-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.05
